passport_label|connected_gen_vectors
6.60-5.0.2.2.2.3.16|None
6.60-5.0.2.2.2.3.17|None
6.60-5.0.2.2.2.3.18|None
6.72-15.0.2.4.9.1|['a', 'dcb^7a', 'db^2']
6.72-15.0.2.4.9.2|['a', 'dcb^4a', 'db^5']
6.72-15.0.2.4.9.3|['a', 'dcba', 'db^8']
6.75-2.0.3.3.5.1|['a', 'c^4b^4a^2', 'cb']
6.75-2.0.3.3.5.2|['a', 'c^3b^3a^2', 'c^2b^2']
6.75-2.0.3.3.5.3|['a', 'b^3a^2', 'b^2']
6.75-2.0.3.3.5.4|['a', 'b^4a^2', 'b']
6.75-2.0.3.3.5.5|['a', 'cb^4a^2', 'c^4b']
6.75-2.0.3.3.5.6|['a', 'c^2b^3a^2', 'c^3b^2']
6.75-2.0.3.3.5.7|['a', 'c^3b^2a^2', 'c^2b^3']
6.75-2.0.3.3.5.8|['a', 'c^4ba^2', 'cb^4']
6.120-34.0.2.4.6.1|None
6.150-5.0.2.3.10.1|['a', 'dcb^2', 'd^3cb^2a']
6.150-5.0.2.3.10.2|['a', 'd^4cb^2', 'cb^2a']
6.150-5.0.2.3.10.3|['a', 'd^2c^2b^2', 'dc^2b^2a']
6.150-5.0.2.3.10.4|['a', 'c^2b^2', 'd^3c^2b^2a']
6.2-1.1.2.2.2.2.2.2.2.2.2.2.1|['a', 'Id(G)', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']
6.3-1.1.3.3.3.3.3.1|['a', 'Id(G)', 'a', 'a', 'a', 'a', 'a^2']
6.3-1.1.3.3.3.3.3.2|['a', 'Id(G)', 'a', 'a^2', 'a^2', 'a^2', 'a^2']
6.4-1.1.2.2.4.4.1|['a^-2', 'a', 'a^-2', 'a^-2', 'a', 'a^-1']
6.4-2.1.2.2.2.2.2.1|['b', 'a', 'b', 'b', 'b', 'a', 'ba']
6.4-2.1.2.2.2.2.2.2|['b', 'a', 'b', 'a', 'a', 'a', 'ba']
6.4-2.1.2.2.2.2.2.3|['b', 'a', 'b', 'a', 'ba', 'ba', 'ba']
6.6-2.1.6.6.1|['a^3', 'a^4', 'a', 'a^5']
6.6-1.1.2.2.3.1|['a', 'b^2', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.2|['ba', 'b^2', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.3|['b^2a', 'b^2', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.4|['b', 'a', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.5|['ba', 'a', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.6|['b', 'ba', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.7|['b^2a', 'ba', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.8|['a', 'b^2a', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.9|['b', 'b^2a', 'a', 'a', 'b^2']
6.6-1.1.2.2.3.10|['Id(G)', 'Id(G)', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.11|['b^2', 'Id(G)', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.12|['a', 'Id(G)', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.13|['b', 'Id(G)', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.14|['ba', 'Id(G)', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.15|['b^2a', 'Id(G)', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.16|['Id(G)', 'b^2', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.17|['b^2', 'b^2', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.18|['b', 'b^2', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.19|['Id(G)', 'a', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.20|['a', 'a', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.21|['Id(G)', 'b', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.22|['b^2', 'b', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.23|['b', 'b', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.24|['Id(G)', 'ba', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.25|['ba', 'ba', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.26|['Id(G)', 'b^2a', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.27|['b^2a', 'b^2a', 'a', 'ba', 'b^2']
6.6-1.1.2.2.3.28|['a', 'b^2', 'a', 'ba', 'b']
6.6-1.1.2.2.3.29|['ba', 'b^2', 'a', 'ba', 'b']
6.6-1.1.2.2.3.30|['b^2a', 'b^2', 'a', 'ba', 'b']
6.6-1.1.2.2.3.31|['b', 'a', 'a', 'ba', 'b']
6.6-1.1.2.2.3.32|['ba', 'a', 'a', 'ba', 'b']
6.6-1.1.2.2.3.33|['b', 'ba', 'a', 'ba', 'b']
6.6-1.1.2.2.3.34|['b^2a', 'ba', 'a', 'ba', 'b']
6.6-1.1.2.2.3.35|['a', 'b^2a', 'a', 'ba', 'b']
6.6-1.1.2.2.3.36|['b', 'b^2a', 'a', 'ba', 'b']
6.10-1.1.2.2.1|['b^4', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.2|['b', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.3|['b^3', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.4|['ba', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.5|['b^4a', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.6|['b^2', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.7|['b^2a', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.8|['b^3a', 'Id(G)', 'a', 'a']
6.10-1.1.2.2.9|['Id(G)', 'b^4', 'a', 'a']
6.10-1.1.2.2.10|['b^4', 'b^4', 'a', 'a']
6.10-1.1.2.2.11|['b', 'b^4', 'a', 'a']
6.10-1.1.2.2.12|['b^3', 'b^4', 'a', 'a']
6.10-1.1.2.2.13|['b^2', 'b^4', 'a', 'a']
6.10-1.1.2.2.14|['Id(G)', 'b', 'a', 'a']
6.10-1.1.2.2.15|['b^4', 'b', 'a', 'a']
6.10-1.1.2.2.16|['b', 'b', 'a', 'a']
6.10-1.1.2.2.17|['b^3', 'b', 'a', 'a']
6.10-1.1.2.2.18|['b^2', 'b', 'a', 'a']
6.10-1.1.2.2.19|['Id(G)', 'b^3', 'a', 'a']
6.10-1.1.2.2.20|['b^4', 'b^3', 'a', 'a']
6.10-1.1.2.2.21|['b', 'b^3', 'a', 'a']
6.10-1.1.2.2.22|['b^3', 'b^3', 'a', 'a']
6.10-1.1.2.2.23|['b^2', 'b^3', 'a', 'a']
6.10-1.1.2.2.24|['Id(G)', 'ba', 'a', 'a']
6.10-1.1.2.2.25|['ba', 'ba', 'a', 'a']
6.10-1.1.2.2.26|['Id(G)', 'b^4a', 'a', 'a']
6.10-1.1.2.2.27|['b^4a', 'b^4a', 'a', 'a']
6.10-1.1.2.2.28|['Id(G)', 'b^2', 'a', 'a']
6.10-1.1.2.2.29|['b^4', 'b^2', 'a', 'a']
6.10-1.1.2.2.30|['b', 'b^2', 'a', 'a']
6.10-1.1.2.2.31|['b^3', 'b^2', 'a', 'a']
6.10-1.1.2.2.32|['b^2', 'b^2', 'a', 'a']
6.10-1.1.2.2.33|['Id(G)', 'b^2a', 'a', 'a']
6.10-1.1.2.2.34|['b^2a', 'b^2a', 'a', 'a']
6.10-1.1.2.2.35|['Id(G)', 'b^3a', 'a', 'a']
6.10-1.1.2.2.36|['b^3a', 'b^3a', 'a', 'a']
6.10-1.1.2.2.37|['b^4', 'a', 'a', 'b^3a']
6.10-1.1.2.2.38|['b^4a', 'a', 'a', 'b^3a']
6.10-1.1.2.2.39|['a', 'b', 'a', 'b^3a']
6.10-1.1.2.2.40|['ba', 'b', 'a', 'b^3a']
6.10-1.1.2.2.41|['b^4a', 'b', 'a', 'b^3a']
6.10-1.1.2.2.42|['b^2a', 'b', 'a', 'b^3a']
6.10-1.1.2.2.43|['b^3a', 'b', 'a', 'b^3a']
6.10-1.1.2.2.44|['b^4', 'ba', 'a', 'b^3a']
6.10-1.1.2.2.45|['a', 'ba', 'a', 'b^3a']
6.10-1.1.2.2.46|['b^4', 'b^4a', 'a', 'b^3a']
6.10-1.1.2.2.47|['b^3a', 'b^4a', 'a', 'b^3a']
6.10-1.1.2.2.48|['b^4', 'b^2a', 'a', 'b^3a']
6.10-1.1.2.2.49|['ba', 'b^2a', 'a', 'b^3a']
6.10-1.1.2.2.50|['b^4', 'b^3a', 'a', 'b^3a']
6.10-1.1.2.2.51|['b^2a', 'b^3a', 'a', 'b^3a']
6.10-1.1.2.2.52|['b^3', 'a', 'a', 'ba']
6.10-1.1.2.2.53|['b^3a', 'a', 'a', 'ba']
6.10-1.1.2.2.54|['b^3', 'ba', 'a', 'ba']
6.10-1.1.2.2.55|['b^4a', 'ba', 'a', 'ba']
6.10-1.1.2.2.56|['b^3', 'b^4a', 'a', 'ba']
6.10-1.1.2.2.57|['b^2a', 'b^4a', 'a', 'ba']
6.10-1.1.2.2.58|['a', 'b^2', 'a', 'ba']
6.10-1.1.2.2.59|['ba', 'b^2', 'a', 'ba']
6.10-1.1.2.2.60|['b^4a', 'b^2', 'a', 'ba']
6.10-1.1.2.2.61|['b^2a', 'b^2', 'a', 'ba']
6.10-1.1.2.2.62|['b^3a', 'b^2', 'a', 'ba']
6.10-1.1.2.2.63|['a', 'b^2a', 'a', 'ba']
6.10-1.1.2.2.64|['b^3', 'b^2a', 'a', 'ba']
6.10-1.1.2.2.65|['b^3', 'b^3a', 'a', 'ba']
6.10-1.1.2.2.66|['ba', 'b^3a', 'a', 'ba']
6.10-2.1.2.2.1|['a^5', 'a^8', 'a^5', 'a^5']
6.2-1.2.2.2.2.2.2.2.1|['a', 'Id(G)', 'Id(G)', 'Id(G)', 'a', 'a', 'a', 'a', 'a', 'a']
6.3-1.2.3.3.1|['a', 'Id(G)', 'Id(G)', 'Id(G)', 'a', 'a^2']
6.5-1.2.1|['a', 'Id(G)', 'Id(G)', 'Id(G)']
6.2-1.3.2.2.1|['a', 'Id(G)', 'Id(G)', 'Id(G)', 'Id(G)', 'Id(G)', 'a', 'a']
